Video_index,Video_name,Video_category,Start_times,End_times,Action_labels,Nouns
579,OP01-R06-GreekSalad-626035-630015,OP01-R06-GreekSalad,626035,630015,10,"cheese,cheese_container,bowl"
580,OP01-R06-GreekSalad-630350-632350,OP01-R06-GreekSalad,630350,632350,0,salad
581,OP01-R06-GreekSalad-632465-644195,OP01-R06-GreekSalad,632465,644195,0,salad
582,OP01-R06-GreekSalad-644340-645210,OP01-R06-GreekSalad,644340,645210,6,cheese_container
583,OP01-R06-GreekSalad-645310-646620,OP01-R06-GreekSalad,645310,646620,6,cheese_container
584,OP01-R06-GreekSalad-649075-650635,OP01-R06-GreekSalad,649075,650635,2,drawer
585,OP01-R06-GreekSalad-650660-651800,OP01-R06-GreekSalad,650660,651800,2,fridge
586,OP01-R06-GreekSalad-651755-652845,OP01-R06-GreekSalad,651755,652845,5,cheese_container
587,OP01-R06-GreekSalad-652755-653505,OP01-R06-GreekSalad,652755,653505,2,fridge
588,OP01-R06-GreekSalad-653555-655555,OP01-R06-GreekSalad,653555,655555,2,fridge
589,OP01-R06-GreekSalad-655890-658110,OP01-R06-GreekSalad,655890,658110,3,condiment_container
590,OP01-R06-GreekSalad-659585-660585,OP01-R06-GreekSalad,659585,660585,3,juice_container
591,OP01-R06-GreekSalad-663545-669785,OP01-R06-GreekSalad,663545,669785,6,fridge
592,OP01-R06-GreekSalad-674680-675760,OP01-R06-GreekSalad,674680,675760,2,oil_container
593,OP01-R06-GreekSalad-677675-691565,OP01-R06-GreekSalad,677675,691565,9,"oil,oil_container,eating_utensil"
594,OP01-R06-GreekSalad-691575-693495,OP01-R06-GreekSalad,691575,693495,0,salad
595,OP01-R06-GreekSalad-693860-698450,OP01-R06-GreekSalad,693860,698450,6,oil_container
596,OP01-R06-GreekSalad-698520-699520,OP01-R06-GreekSalad,698520,699520,3,condiment_container
597,OP01-R06-GreekSalad-699105-700325,OP01-R06-GreekSalad,699105,700325,3,condiment_container
598,OP01-R06-GreekSalad-700870-702780,OP01-R06-GreekSalad,700870,702780,2,condiment
599,OP01-R06-GreekSalad-705030-705860,OP01-R06-GreekSalad,705030,705860,9,"condiment,condiment_container,eating_utensil"
600,OP01-R06-GreekSalad-706040-709240,OP01-R06-GreekSalad,706040,709240,9,"condiment,condiment_container,eating_utensil"
601,OP01-R06-GreekSalad-709235-710435,OP01-R06-GreekSalad,709235,710435,0,"mixture,eating_utensil"
602,OP01-R06-GreekSalad-710760-712840,OP01-R06-GreekSalad,710760,712840,9,"seasoning,seasoning_container,eating_utensil"
603,OP01-R06-GreekSalad-712855-715525,OP01-R06-GreekSalad,712855,715525,0,"mixture,eating_utensil"
604,OP01-R06-GreekSalad-714615-715545,OP01-R06-GreekSalad,714615,715545,3,cap
605,OP01-R06-GreekSalad-716085-718255,OP01-R06-GreekSalad,716085,718255,6,condiment_container
606,OP01-R06-GreekSalad-718185-718695,OP01-R06-GreekSalad,718185,718695,3,condiment_container
607,OP01-R06-GreekSalad-718745-719635,OP01-R06-GreekSalad,718745,719635,3,condiment_container
608,OP01-R06-GreekSalad-719890-721830,OP01-R06-GreekSalad,719890,721830,2,condiment_container
609,OP01-R06-GreekSalad-722205-722965,OP01-R06-GreekSalad,722205,722965,9,"condiment,condiment_container,eating_utensil"
610,OP01-R06-GreekSalad-723040-725330,OP01-R06-GreekSalad,723040,725330,9,"condiment,condiment_container,eating_utensil"
611,OP01-R06-GreekSalad-725330-726310,OP01-R06-GreekSalad,725330,726310,0,salad
612,OP01-R06-GreekSalad-726715-728915,OP01-R06-GreekSalad,726715,728915,0,"condiment,eating_utensil"
613,OP01-R06-GreekSalad-728910-730950,OP01-R06-GreekSalad,728910,730950,0,salad
614,OP01-R06-GreekSalad-728975-730025,OP01-R06-GreekSalad,728975,730025,0,salad
615,OP01-R06-GreekSalad-734750-737340,OP01-R06-GreekSalad,734750,737340,1,recipe
616,OP01-R06-GreekSalad-739400-740570,OP01-R06-GreekSalad,739400,740570,3,condiment_container
617,OP01-R06-GreekSalad-741170-744090,OP01-R06-GreekSalad,741170,744090,9,"condiment,condiment_container,salad"
618,OP01-R06-GreekSalad-744535-750195,OP01-R06-GreekSalad,744535,750195,9,"condiment,condiment_container,salad"
619,OP01-R06-GreekSalad-753150-756190,OP01-R06-GreekSalad,753150,756190,6,condiment_container
620,OP01-R06-GreekSalad-756180-757190,OP01-R06-GreekSalad,756180,757190,3,eating_utensil
621,OP01-R06-GreekSalad-757210-757890,OP01-R06-GreekSalad,757210,757890,0,"mixture,eating_utensil"
622,OP01-R06-GreekSalad-757905-786615,OP01-R06-GreekSalad,757905,786615,0,salad
623,OP01-R06-GreekSalad-787270-787770,OP01-R06-GreekSalad,787270,787770,3,condiment_container
624,OP01-R06-GreekSalad-789285-790985,OP01-R06-GreekSalad,789285,790985,2,fridge
625,OP01-R06-GreekSalad-794790-796010,OP01-R06-GreekSalad,794790,796010,5,condiment_container
626,OP01-R06-GreekSalad-796500-800380,OP01-R06-GreekSalad,796500,800380,5,condiment_container
627,OP01-R06-GreekSalad-796625-797945,OP01-R06-GreekSalad,796625,797945,5,condiment_container
628,OP01-R06-GreekSalad-798100-799330,OP01-R06-GreekSalad,798100,799330,5,condiment_container
629,OP01-R06-GreekSalad-803280-804120,OP01-R06-GreekSalad,803280,804120,5,"trash,trash_container"
630,OP01-R06-GreekSalad-804135-804740,OP01-R06-GreekSalad,804135,804740,3,plate
631,OP01-R06-GreekSalad-804752-805352,OP01-R06-GreekSalad,804752,805352,3,plate
632,OP01-R06-GreekSalad-807610-809480,OP01-R06-GreekSalad,807610,809480,10,"trash,plate,trash_container"
633,OP01-R06-GreekSalad-809490-810150,OP01-R06-GreekSalad,809490,810150,10,"trash,plate,trash_container"
634,OP01-R06-GreekSalad-810155-811745,OP01-R06-GreekSalad,810155,811745,5,"trash,trash_container"
635,OP01-R06-GreekSalad-814160-815610,OP01-R06-GreekSalad,814160,815610,5,plate
636,OP01-R07-Pizza-37480-56760,OP01-R07-Pizza,37480,56760,0,stove
637,OP01-R07-Pizza-58420-59820,OP01-R07-Pizza,58420,59820,3,cutlery
638,OP01-R07-Pizza-59965-61965,OP01-R07-Pizza,59965,61965,3,plate
639,OP01-R07-Pizza-60700-62090,OP01-R07-Pizza,60700,62090,3,plate
640,OP01-R07-Pizza-70110-71980,OP01-R07-Pizza,70110,71980,5,plate
641,OP01-R07-Pizza-72890-75670,OP01-R07-Pizza,72890,75670,2,fridge
642,OP01-R07-Pizza-76135-78355,OP01-R07-Pizza,76135,78355,3,pizza_crust_container
643,OP01-R07-Pizza-78660-82490,OP01-R07-Pizza,78660,82490,7,pizza_crust_container
644,OP01-R07-Pizza-88220-92680,OP01-R07-Pizza,88220,92680,3,pizza_crust
645,OP01-R07-Pizza-92735-93715,OP01-R07-Pizza,92735,93715,1,pizza_crust
646,OP01-R07-Pizza-94030-95930,OP01-R07-Pizza,94030,95930,5,pizza_crust
647,OP01-R07-Pizza-98450-99710,OP01-R07-Pizza,98450,99710,5,"trash,trash_container"
648,OP01-R07-Pizza-100395-102215,OP01-R07-Pizza,100395,102215,2,fridge
649,OP01-R07-Pizza-102330-104340,OP01-R07-Pizza,102330,104340,3,mushroom_container
650,OP01-R07-Pizza-104830-106060,OP01-R07-Pizza,104830,106060,3,grocery_bag
651,OP01-R07-Pizza-108170-111080,OP01-R07-Pizza,108170,111080,6,fridge
652,OP01-R07-Pizza-111240-112870,OP01-R07-Pizza,111240,112870,2,fridge_drawer
653,OP01-R07-Pizza-114090-117780,OP01-R07-Pizza,114090,117780,3,sausage_container
654,OP01-R07-Pizza-123960-126150,OP01-R07-Pizza,123960,126150,2,plastic_container
655,OP01-R07-Pizza-126160-128120,OP01-R07-Pizza,126160,128120,10,"bell_pepper,bell_pepper_container,plate"
656,OP01-R07-Pizza-128145-129605,OP01-R07-Pizza,128145,129605,5,bell_pepper
657,OP01-R07-Pizza-130190-131510,OP01-R07-Pizza,130190,131510,3,eating_utensil
658,OP01-R07-Pizza-131645-141495,OP01-R07-Pizza,131645,141495,4,bell_pepper
659,OP01-R07-Pizza-142670-163770,OP01-R07-Pizza,142670,163770,4,bell_pepper
660,OP01-R07-Pizza-166469-168822,OP01-R07-Pizza,166469,168822,4,bell_pepper
661,OP01-R07-Pizza-169999-182352,OP01-R07-Pizza,169999,182352,4,bell_pepper
662,OP01-R07-Pizza-184057-198586,OP01-R07-Pizza,184057,198586,4,bell_pepper
663,OP01-R07-Pizza-200085-209791,OP01-R07-Pizza,200085,209791,4,bell_pepper
664,OP01-R07-Pizza-216058-223293,OP01-R07-Pizza,216058,223293,4,bell_pepper
665,OP01-R07-Pizza-225969-231439,OP01-R07-Pizza,225969,231439,4,bell_pepper
666,OP01-R07-Pizza-235050-236070,OP01-R07-Pizza,235050,236070,3,bell_pepper
667,OP01-R07-Pizza-237965-240035,OP01-R07-Pizza,237965,240035,5,bell_pepper
668,OP01-R07-Pizza-240185-243005,OP01-R07-Pizza,240185,243005,6,bell_pepper_container
669,OP01-R07-Pizza-255250-256140,OP01-R07-Pizza,255250,256140,3,mushroom_container
670,OP01-R07-Pizza-256160-261110,OP01-R07-Pizza,256160,261110,2,mushroom_container
671,OP01-R07-Pizza-261330-262390,OP01-R07-Pizza,261330,262390,10,"mushroom,mushroom_container,plate"
672,OP01-R07-Pizza-262475-263515,OP01-R07-Pizza,262475,263515,5,mushroom
673,OP01-R07-Pizza-264543-279308,OP01-R07-Pizza,264543,279308,4,mushroom
674,OP01-R07-Pizza-302060-305580,OP01-R07-Pizza,302060,305580,10,"mushroom,mushroom_container,plate"
675,OP01-R07-Pizza-305685-306745,OP01-R07-Pizza,305685,306745,5,mushroom
676,OP01-R07-Pizza-306982-327982,OP01-R07-Pizza,306982,327982,4,mushroom
677,OP01-R07-Pizza-330717-336129,OP01-R07-Pizza,330717,336129,4,mushroom
678,OP01-R07-Pizza-337085-338555,OP01-R07-Pizza,337085,338555,5,mushroom
679,OP01-R07-Pizza-339040-339770,OP01-R07-Pizza,339040,339770,7,mushroom
680,OP01-R07-Pizza-340090-361710,OP01-R07-Pizza,340090,361710,4,mushroom
681,OP01-R07-Pizza-361770-367380,OP01-R07-Pizza,361770,367380,4,mushroom
682,OP01-R07-Pizza-379115-380135,OP01-R07-Pizza,379115,380135,3,oil_container
683,OP01-R07-Pizza-381100-386480,OP01-R07-Pizza,381100,386480,0,stove
684,OP01-R07-Pizza-386585-388435,OP01-R07-Pizza,386585,388435,2,oil_container
685,OP01-R07-Pizza-388485-392360,OP01-R07-Pizza,388485,392360,9,"oil,oil_container,pan"
686,OP01-R07-Pizza-392615-394255,OP01-R07-Pizza,392615,394255,6,oil_container
687,OP01-R07-Pizza-394770-395870,OP01-R07-Pizza,394770,395870,5,salad_container
688,OP01-R07-Pizza-396535-397355,OP01-R07-Pizza,396535,397355,3,mushroom
689,OP01-R07-Pizza-397800-399030,OP01-R07-Pizza,397800,399030,3,eating_utensil
690,OP01-R07-Pizza-399090-400600,OP01-R07-Pizza,399090,400600,4,mushroom
691,OP01-R07-Pizza-401870-402660,OP01-R07-Pizza,401870,402660,5,mushroom
692,OP01-R07-Pizza-402830-404900,OP01-R07-Pizza,402830,404900,6,mushroom_container
693,OP01-R07-Pizza-405680-428800,OP01-R07-Pizza,405680,428800,4,mushroom
694,OP01-R07-Pizza-429540-430940,OP01-R07-Pizza,429540,430940,3,plate
695,OP01-R07-Pizza-432225-445215,OP01-R07-Pizza,432225,445215,10,"mushroom,plate,pan"
696,OP01-R07-Pizza-446190-446900,OP01-R07-Pizza,446190,446900,5,mushroom
697,OP01-R07-Pizza-446960-447770,OP01-R07-Pizza,446960,447770,5,mushroom
698,OP01-R07-Pizza-448510-449610,OP01-R07-Pizza,448510,449610,5,plate
699,OP01-R07-Pizza-451150-452220,OP01-R07-Pizza,451150,452220,3,eating_utensil
700,OP01-R07-Pizza-452230-453630,OP01-R07-Pizza,452230,453630,7,eating_utensil
701,OP01-R07-Pizza-453795-454465,OP01-R07-Pizza,453795,454465,3,cooking_utensil
702,OP01-R07-Pizza-454525-470215,OP01-R07-Pizza,454525,470215,7,"mushroom,eating_utensil"
703,OP01-R07-Pizza-470410-471520,OP01-R07-Pizza,470410,471520,7,eating_utensil
704,OP01-R07-Pizza-477680-496700,OP01-R07-Pizza,477680,496700,1,phone
705,OP01-R07-Pizza-497940-502940,OP01-R07-Pizza,497940,502940,1,phone
706,OP01-R07-Pizza-505610-525670,OP01-R07-Pizza,505610,525670,2,sausage_container
707,OP01-R07-Pizza-526740-532070,OP01-R07-Pizza,526740,532070,3,sausage
708,OP01-R07-Pizza-532240-533750,OP01-R07-Pizza,532240,533750,5,sausage
709,OP01-R07-Pizza-533830-591230,OP01-R07-Pizza,533830,591230,4,sausage
710,OP01-R07-Pizza-594510-595420,OP01-R07-Pizza,594510,595420,3,cooking_utensil
711,OP01-R07-Pizza-595530-621010,OP01-R07-Pizza,595530,621010,4,sausage
712,OP01-R07-Pizza-621230-622550,OP01-R07-Pizza,621230,622550,5,cooking_utensil
713,OP01-R07-Pizza-623210-624740,OP01-R07-Pizza,623210,624740,2,fridge
714,OP01-R07-Pizza-625300-627280,OP01-R07-Pizza,625300,627280,2,fridge_drawer
715,OP01-R07-Pizza-627325-628435,OP01-R07-Pizza,627325,628435,3,mozarella_container
716,OP01-R07-Pizza-628605-629935,OP01-R07-Pizza,628605,629935,3,condiment_container
717,OP01-R07-Pizza-629955-631855,OP01-R07-Pizza,629955,631855,3,condiment_container
718,OP01-R07-Pizza-634525-635675,OP01-R07-Pizza,634525,635675,5,cheese_container
719,OP01-R07-Pizza-636755-638835,OP01-R07-Pizza,636755,638835,2,condiment_container
720,OP01-R07-Pizza-639670-641730,OP01-R07-Pizza,639670,641730,5,condiment_container
721,OP01-R07-Pizza-643245-645365,OP01-R07-Pizza,643245,645365,0,stove
722,OP01-R07-Pizza-643640-644450,OP01-R07-Pizza,643640,644450,0,stove
723,OP01-R07-Pizza-644890-650040,OP01-R07-Pizza,644890,650040,7,"mushrooms,cooking_utensil"
724,OP01-R07-Pizza-650510-652160,OP01-R07-Pizza,650510,652160,5,cooking_utensil
725,OP01-R07-Pizza-652300-653350,OP01-R07-Pizza,652300,653350,3,condiment_container
726,OP01-R07-Pizza-655450-683260,OP01-R07-Pizza,655450,683260,0,"condiment,pizza_crust"
727,OP01-R07-Pizza-686300-689370,OP01-R07-Pizza,686300,689370,2,condiment_container
728,OP01-R07-Pizza-689630-723710,OP01-R07-Pizza,689630,723710,0,"condiment,pizza_crust"
729,OP01-R07-Pizza-690010-691450,OP01-R07-Pizza,690010,691450,5,ketchup_container_lid
730,OP01-R07-Pizza-725820-731650,OP01-R07-Pizza,725820,731650,0,"condiment,pizza_crust,eating_utensil"
731,OP01-R07-Pizza-735215-735955,OP01-R07-Pizza,735215,735955,3,condiment_container
732,OP01-R07-Pizza-738125-739535,OP01-R07-Pizza,738125,739535,5,unknown_container
733,OP01-R07-Pizza-739585-740885,OP01-R07-Pizza,739585,740885,2,fridge
734,OP01-R07-Pizza-740970-742610,OP01-R07-Pizza,740970,742610,3,condiment_container
735,OP01-R07-Pizza-744955-746295,OP01-R07-Pizza,744955,746295,2,condiment_container
736,OP01-R07-Pizza-749210-760270,OP01-R07-Pizza,749210,760270,0,"condiment,pizza"
737,OP01-R07-Pizza-768850-769540,OP01-R07-Pizza,768850,769540,3,eating_utensil
738,OP01-R07-Pizza-769620-831840,OP01-R07-Pizza,769620,831840,0,"condiment,pizza,eating_utensil"
739,OP01-R07-Pizza-832450-835170,OP01-R07-Pizza,832450,835170,5,eating_utensil
740,OP01-R07-Pizza-835845-845955,OP01-R07-Pizza,835845,845955,0,"condiment,pizza"
741,OP01-R07-Pizza-846510-847990,OP01-R07-Pizza,846510,847990,3,eating_utensil
742,OP01-R07-Pizza-847555-848825,OP01-R07-Pizza,847555,848825,3,eating_utensil
743,OP01-R07-Pizza-848980-871240,OP01-R07-Pizza,848980,871240,0,"condiment,pizza_crust,eating_utensil"
744,OP01-R07-Pizza-882610-883510,OP01-R07-Pizza,882610,883510,3,plate
745,OP01-R07-Pizza-898490-936670,OP01-R07-Pizza,898490,936670,10,"bell_pepper,plate,pizza_crust"
746,OP01-R07-Pizza-937210-938360,OP01-R07-Pizza,937210,938360,5,plate
747,OP01-R07-Pizza-938920-940460,OP01-R07-Pizza,938920,940460,3,pan
748,OP01-R07-Pizza-940525-941395,OP01-R07-Pizza,940525,941395,3,cooking_utensil
749,OP01-R07-Pizza-941735-966525,OP01-R07-Pizza,941735,966525,10,"mushroom,pan,pizza"
750,OP01-R07-Pizza-967680-970610,OP01-R07-Pizza,967680,970610,5,pan
751,OP01-R07-Pizza-972120-973510,OP01-R07-Pizza,972120,973510,3,plate
752,OP01-R07-Pizza-974680-987300,OP01-R07-Pizza,974680,987300,10,"sausage,plate,pizza"
753,OP01-R07-Pizza-989290-991345,OP01-R07-Pizza,989290,991345,5,plate
754,OP01-R07-Pizza-997230-1001100,OP01-R07-Pizza,997230,1001100,2,grocery_bag
755,OP01-R07-Pizza-1070390-1072910,OP01-R07-Pizza,1070390,1072910,5,cheese
756,OP01-R07-Pizza-1073700-1074450,OP01-R07-Pizza,1073700,1074450,5,cheese
757,OP01-R07-Pizza-1077035-1077645,OP01-R07-Pizza,1077035,1077645,5,cheese
758,OP01-R07-Pizza-1077655-1078310,OP01-R07-Pizza,1077655,1078310,5,cheese
759,OP01-R07-Pizza-1082037-1085187,OP01-R07-Pizza,1082037,1085187,2,oven
760,OP01-R07-Pizza-1086360-1087990,OP01-R07-Pizza,1086360,1087990,3,oven_mitt
761,OP01-R07-Pizza-1089900-1091890,OP01-R07-Pizza,1089900,1091890,3,pizza
762,OP01-R07-Pizza-1094740-1097430,OP01-R07-Pizza,1094740,1097430,5,pizza
763,OP01-R07-Pizza-1106070-1107680,OP01-R07-Pizza,1106070,1107680,6,oven
764,OP01-R07-Pizza-1110860-1111540,OP01-R07-Pizza,1110860,1111540,5,kitchen_mitt
765,OP01-R07-Pizza-1112565-1129905,OP01-R07-Pizza,1112565,1129905,0,stove
766,OP01-R07-Pizza-1137900-1140240,OP01-R07-Pizza,1137900,1140240,3,cheese_container
767,OP01-R07-Pizza-1141685-1142945,OP01-R07-Pizza,1141685,1142945,5,"trash,trash_container"
768,OP01-R07-Pizza-1144260-1147810,OP01-R07-Pizza,1144260,1147810,6,sausage_container
769,OP01-R07-Pizza-1147870-1149590,OP01-R07-Pizza,1147870,1149590,3,sausage
770,OP01-R07-Pizza-1150205-1152525,OP01-R07-Pizza,1150205,1152525,2,fridge_drawer
771,OP01-R07-Pizza-1151830-1153210,OP01-R07-Pizza,1151830,1153210,5,sausage_container
772,OP01-R07-Pizza-1164140-1166460,OP01-R07-Pizza,1164140,1166460,6,condiment_container
773,OP01-R07-Pizza-1168100-1170590,OP01-R07-Pizza,1168100,1170590,2,fridge
774,OP01-R07-Pizza-1172630-1174670,OP01-R07-Pizza,1172630,1174670,2,fridge
775,OP01-R07-Pizza-1174735-1175785,OP01-R07-Pizza,1174735,1175785,5,condiment_container
776,OP01-R07-Pizza-1175440-1176950,OP01-R07-Pizza,1175440,1176950,5,condiment_container
777,OP01-R07-Pizza-1183750-1186110,OP01-R07-Pizza,1183750,1186110,3,mushroom_container
778,OP01-R07-Pizza-1186775-1187535,OP01-R07-Pizza,1186775,1187535,3,unknown_container
779,OP01-R07-Pizza-1189360-1190980,OP01-R07-Pizza,1189360,1190980,5,mushroom_container
780,OP01-R07-Pizza-1192660-1193720,OP01-R07-Pizza,1192660,1193720,5,unknown_container
781,OP01-R07-Pizza-1194055-1195065,OP01-R07-Pizza,1194055,1195065,6,fridge
782,OP01-R07-Pizza-1207150-1208320,OP01-R07-Pizza,1207150,1208320,0,stove
783,OP02-R01-PastaSalad-32422-33191,OP02-R01-PastaSalad,32422,33191,9,"water,faucet,pot"
784,OP02-R01-PastaSalad-33190-39306,OP02-R01-PastaSalad,33190,39306,9,"water,faucet,pot"
785,OP02-R01-PastaSalad-41516-42978,OP02-R01-PastaSalad,41516,42978,0,faucet
786,OP02-R01-PastaSalad-47977-48631,OP02-R01-PastaSalad,47977,48631,0,stove
787,OP02-R01-PastaSalad-50342-51381,OP02-R01-PastaSalad,50342,51381,5,lid
788,OP02-R01-PastaSalad-52322-58784,OP02-R01-PastaSalad,52322,58784,1,recipe
789,OP02-R01-PastaSalad-59707-69270,OP02-R01-PastaSalad,59707,69270,1,recipe
790,OP02-R01-PastaSalad-73526-77026,OP02-R01-PastaSalad,73526,77026,3,plate
791,OP02-R01-PastaSalad-79236-79967,OP02-R01-PastaSalad,79236,79967,3,tomato
792,OP02-R01-PastaSalad-80101-81293,OP02-R01-PastaSalad,80101,81293,3,tomato
793,OP02-R01-PastaSalad-83005-88351,OP02-R01-PastaSalad,83005,88351,4,tomato
794,OP02-R01-PastaSalad-92716-109319,OP02-R01-PastaSalad,92716,109319,4,tomato
795,OP02-R01-PastaSalad-114611-119688,OP02-R01-PastaSalad,114611,119688,4,cucumber
796,OP02-R01-PastaSalad-120572-121610,OP02-R01-PastaSalad,120572,121610,7,cucumber
797,OP02-R01-PastaSalad-122437-139846,OP02-R01-PastaSalad,122437,139846,4,cucumber
798,OP02-R01-PastaSalad-141035-155935,OP02-R01-PastaSalad,141035,155935,4,cucumber
799,OP02-R01-PastaSalad-156485-177285,OP02-R01-PastaSalad,156485,177285,4,cucumber
800,OP02-R01-PastaSalad-177882-179113,OP02-R01-PastaSalad,177882,179113,5,eating_utensil
801,OP02-R01-PastaSalad-184439-198945,OP02-R01-PastaSalad,184439,198945,1,recipe
802,OP02-R01-PastaSalad-201653-205069,OP02-R01-PastaSalad,201653,205069,2,fridge
803,OP02-R01-PastaSalad-205091-232017,OP02-R01-PastaSalad,205091,232017,7,item
804,OP02-R01-PastaSalad-232535-233381,OP02-R01-PastaSalad,232535,233381,1,fridge_drawer
805,OP02-R01-PastaSalad-233439-234362,OP02-R01-PastaSalad,233439,234362,2,fridge_drawer
806,OP02-R01-PastaSalad-235458-237766,OP02-R01-PastaSalad,235458,237766,3,cucumber_container
807,OP02-R01-PastaSalad-239324-241478,OP02-R01-PastaSalad,239324,241478,6,fridge
808,OP02-R01-PastaSalad-245017-246210,OP02-R01-PastaSalad,245017,246210,5,lid
809,OP02-R01-PastaSalad-248287-248902,OP02-R01-PastaSalad,248287,248902,3,eating_utensil
810,OP02-R01-PastaSalad-252268-253460,OP02-R01-PastaSalad,252268,253460,10,"olive,olive_container,plate"
811,OP02-R01-PastaSalad-255114-257461,OP02-R01-PastaSalad,255114,257461,10,"olive,olive_container,plate"
812,OP02-R01-PastaSalad-259307-260076,OP02-R01-PastaSalad,259307,260076,5,eating_utensil
813,OP02-R01-PastaSalad-260095-260672,OP02-R01-PastaSalad,260095,260672,3,lid
814,OP02-R01-PastaSalad-260672-261172,OP02-R01-PastaSalad,260672,261172,6,olive_container
815,OP02-R01-PastaSalad-264904-265673,OP02-R01-PastaSalad,264904,265673,3,bell_pepper
816,OP02-R01-PastaSalad-265692-266462,OP02-R01-PastaSalad,265692,266462,3,bell_pepper
817,OP02-R01-PastaSalad-268712-270943,OP02-R01-PastaSalad,268712,270943,0,faucet
818,OP02-R01-PastaSalad-271924-278155,OP02-R01-PastaSalad,271924,278155,0,bell_pepper
819,OP02-R01-PastaSalad-278712-281327,OP02-R01-PastaSalad,278712,281327,3,eating_utensil
820,OP02-R01-PastaSalad-284770-285885,OP02-R01-PastaSalad,284770,285885,5,eating_utensil
821,OP02-R01-PastaSalad-286885-287770,OP02-R01-PastaSalad,286885,287770,1,pasta_container
822,OP02-R01-PastaSalad-291270-294117,OP02-R01-PastaSalad,291270,294117,10,"pasta,pasta_container,pot"
823,OP02-R01-PastaSalad-295328-296020,OP02-R01-PastaSalad,295328,296020,5,lid
824,OP02-R01-PastaSalad-301791-307675,OP02-R01-PastaSalad,301791,307675,4,bell_pepper
825,OP02-R01-PastaSalad-308599-310214,OP02-R01-PastaSalad,308599,310214,8,bell_pepper
826,OP02-R01-PastaSalad-313272-331041,OP02-R01-PastaSalad,313272,331041,4,bell_pepper
827,OP02-R01-PastaSalad-331060-332330,OP02-R01-PastaSalad,331060,332330,0,salad
828,OP02-R01-PastaSalad-333061-333676,OP02-R01-PastaSalad,333061,333676,7,eating_utensil
829,OP02-R01-PastaSalad-335349-338580,OP02-R01-PastaSalad,335349,338580,1,recipe
830,OP02-R01-PastaSalad-338868-345868,OP02-R01-PastaSalad,338868,345868,1,recipe
831,OP02-R01-PastaSalad-350407-353138,OP02-R01-PastaSalad,350407,353138,2,fridge
832,OP02-R01-PastaSalad-358483-361752,OP02-R01-PastaSalad,358483,361752,3,carrot_container
833,OP02-R01-PastaSalad-367617-371156,OP02-R01-PastaSalad,367617,371156,4,carrot_container
834,OP02-R01-PastaSalad-371329-371867,OP02-R01-PastaSalad,371329,371867,2,carrot_container
835,OP02-R01-PastaSalad-374233-375118,OP02-R01-PastaSalad,374233,375118,0,stove
836,OP02-R01-PastaSalad-378272-379233,OP02-R01-PastaSalad,378272,379233,2,pot
837,OP02-R01-PastaSalad-391810-400849,OP02-R01-PastaSalad,391810,400849,9,"carrot,carrot_container,plate"
838,OP02-R01-PastaSalad-401579-402849,OP02-R01-PastaSalad,401579,402849,5,carrot_container
839,OP02-R01-PastaSalad-405119-405888,OP02-R01-PastaSalad,405119,405888,5,carrot
840,OP02-R01-PastaSalad-434030-436876,OP02-R01-PastaSalad,434030,436876,7,"vegetable_mixture,eating_utensil"
841,OP02-R01-PastaSalad-440493-444608,OP02-R01-PastaSalad,440493,444608,3,carrot_container
842,OP02-R01-PastaSalad-446377-447762,OP02-R01-PastaSalad,446377,447762,5,carrot_container
843,OP02-R01-PastaSalad-447762-448916,OP02-R01-PastaSalad,447762,448916,5,carrot_container
844,OP02-R01-PastaSalad-448936-449551,OP02-R01-PastaSalad,448936,449551,6,fridge
845,OP02-R01-PastaSalad-451224-452416,OP02-R01-PastaSalad,451224,452416,3,condiment_container
846,OP02-R01-PastaSalad-453801-455147,OP02-R01-PastaSalad,453801,455147,2,fridge
847,OP02-R01-PastaSalad-455840-457724,OP02-R01-PastaSalad,455840,457724,5,condiment_container
848,OP02-R01-PastaSalad-457686-458840,OP02-R01-PastaSalad,457686,458840,6,fridge
849,OP02-R01-PastaSalad-463091-464245,OP02-R01-PastaSalad,463091,464245,5,olive_container
850,OP02-R01-PastaSalad-463918-465380,OP02-R01-PastaSalad,463918,465380,5,olive_container
851,OP02-R01-PastaSalad-465399-466169,OP02-R01-PastaSalad,465399,466169,6,fridge
852,OP02-R01-PastaSalad-468034-469188,OP02-R01-PastaSalad,468034,469188,5,bell_pepper
853,OP02-R01-PastaSalad-469246-470592,OP02-R01-PastaSalad,469246,470592,5,bell_pepper
854,OP02-R01-PastaSalad-470516-471669,OP02-R01-PastaSalad,470516,471669,6,plastic_bag
855,OP02-R01-PastaSalad-475458-476304,OP02-R01-PastaSalad,475458,476304,5,vegetable_container
856,OP02-R01-PastaSalad-476824-478208,OP02-R01-PastaSalad,476824,478208,6,fridge
857,OP02-R01-PastaSalad-482152-483036,OP02-R01-PastaSalad,482152,483036,5,lid
858,OP02-R01-PastaSalad-487153-499268,OP02-R01-PastaSalad,487153,499268,9,"water,pot,sink"
859,OP02-R01-PastaSalad-502922-504461,OP02-R01-PastaSalad,502922,504461,9,"pasta,pot,plate"
860,OP02-R01-PastaSalad-504403-506941,OP02-R01-PastaSalad,504403,506941,10,"pasta,pot,plate"
861,OP02-R01-PastaSalad-514654-515346,OP02-R01-PastaSalad,514654,515346,7,seasoning_container
862,OP02-R01-PastaSalad-516443-517558,OP02-R01-PastaSalad,516443,517558,9,"seasoning,seasoning_container,salad"
